cohort,data_type,field_name,description,category,units,loinc_code,loinc_name,confidence_score,query_source,llm_reasoning,num_queries,top_5_loinc
arivale,questionnaires,assessment:health-history:neurocognitive_parkinsons_disease:mother,Health History New - Assessment:Health-History:Neurocognitive Parkinsons Disease:Mother,health_history_new,,45660-8,Parkinson's disease [Minimum Data Set],0.65,exact_description,"Most relevant match for Parkinson's disease assessment, though lacks family history specificity. The Minimum Data Set context suggests structured data collection similar to questionnaires.",5,"['68177-5', '11348-0', '11333-2', '68154-4', '45660-8']"
arivale,questionnaires,assessment:health-history:neurocognitive_parkinsons_disease:bitfield,Raw - Assessment:Health-History:Neurocognitive Parkinsons Disease:Bitfield,raw,,45660-8,Parkinson's disease [Minimum Data Set],0.85,exact_description,"This LOINC code directly matches the Parkinson's disease domain and is designed for structured health history data collection, which aligns with the bitfield format and health history context of the source field.",5,"['84474-6', '84443-1', '45660-8', '65944-1', '67970-4']"
arivale,questionnaires,assessment:health-history:cardiovascular_transient_ischemic_attack:self_current,Health History New - Assessment:Health-History:Cardiovascular Transient Ischemic Attack:Self Current,health_history_new,,45663-2,Transient ischemic attack [Minimum Data Set],0.85,exact_description,LOINC code 45663-2 'Transient ischemic attack [Minimum Data Set]' is the most specific match for the field 'cardiovascular_transient_ischemic_attack:self_current'. It directly addresses transient ischemic attack history with the same patient system (^Patient) and is semantically aligned with the self-reported current status assessment.,5,"['78941-2', '11348-0', '81375-8', '77412-5', '45663-2']"
arivale,questionnaires,assessment:health-history:cardiovascular_transient_ischemic_attack:self_past,Health History New - Assessment:Health-History:Cardiovascular Transient Ischemic Attack:Self Past,health_history_new,,45663-2,Transient ischemic attack [Minimum Data Set],0.85,exact_description,"Perfect semantic match for transient ischemic attack history. The LOINC code specifically addresses TIA with patient as information source, directly matching the field's focus on self-reported past TIA history.",5,"['11348-0', '78941-2', '77412-5', '45663-2', '100265-8']"
arivale,questionnaires,assessment:health-history:cardiovascular_transient_ischemic_attack:self_past_year,Health History New - Assessment:Health-History:Cardiovascular Transient Ischemic Attack:Self Past Year,health_history_new,,45663-2,Transient ischemic attack [Minimum Data Set],0.85,exact_description,Direct semantic match for transient ischemic attack with patient system. 'Minimum Data Set' format appropriate for questionnaire data collection about TIA history.,5,"['11348-0', '78941-2', '77412-5', '45663-2', '89150-7']"
arivale,questionnaires,assessment:health-history:cardiovascular_transient_ischemic_attack:self_past_gt1ya,Health History New - Assessment:Health-History:Cardiovascular Transient Ischemic Attack:Self Past Gt1Ya,health_history_new,,45663-2,Transient ischemic attack [Minimum Data Set],0.85,exact_description,"Direct semantic match for transient ischemic attack. While temporal qualifier 'past gt1ya' isn't explicitly captured, this is the only code specifically addressing TIA among the options, making it clinically most appropriate.",5,"['11348-0', '71898-1', '78941-2', '79118-6', '77412-5']"
arivale,questionnaires,jiahui:health-history:hh:heart:transient_ischemic_attack:self,Misc - Jiahui:Health-History:Hh:Heart:Transient Ischemic Attack:Self,misc,,45663-2,Transient ischemic attack [Minimum Data Set],0.9,exact_description,"Perfect semantic match for patient's own transient ischemic attack history. The LOINC code specifically addresses TIA with '^Patient' system, and is designed for structured data collection, making it ideal for questionnaire data.",5,"['45663-2', '80985-5', '10168-3', '8660-3', '78925-5']"
arivale,questionnaires,assessment:health-history:cardiovascular_transient_ischemic_attack:bitfield,Raw - Assessment:Health-History:Cardiovascular Transient Ischemic Attack:Bitfield,raw,,45663-2,Transient ischemic attack [Minimum Data Set],0.85,exact_description,"Direct semantic match for transient ischemic attack assessment from standardized dataset, appropriate for questionnaire-based health history collection",5,"['84443-1', '45663-2', '80285-0', '86208-6', '65861-7']"
arivale,questionnaires,jiahui:health-history:hh:heart:transient_ischemic_attack:self,Raw - Jiahui:Health-History:Hh:Heart:Transient Ischemic Attack:Self,raw,,45663-2,Transient ischemic attack [Minimum Data Set],0.95,exact_description,"Perfect semantic match. The field explicitly asks about 'transient ischemic attack' and LOINC 45663-2 'Transient ischemic attack [Minimum Data Set]' directly addresses this condition. The system '^Patient' aligns with self-reported data, and the high vector similarity score (0.726) confirms the match quality.",5,"['45663-2', '10168-3', '8660-3', '88655-6', '54140-9']"
arivale,questionnaires,assessment:health-history:lungs_emphysema:self_past_gt1ya,Health History New - Assessment:Health-History:Lungs Emphysema:Self Past Gt1Ya,health_history_new,,45670-7,Emphysema or COPD [Minimum Data Set],0.85,exact_description,"LOINC 45670-7 'Emphysema or COPD [Minimum Data Set]' is the most specific match for emphysema history assessment. While it doesn't explicitly specify the timeframe 'past >1 year', it directly addresses the clinical condition (emphysema) being queried in the field name, making it the best semantic match among the available options.",5,"['93110-5', '11348-0', '11349-8', '71898-1', '45670-7']"
arivale,questionnaires,assessment:health-history:emphysema:bitfield,Raw - Assessment:Health-History:Emphysema:Bitfield,raw,,45670-7,Emphysema or COPD [Minimum Data Set],0.85,exact_description,"Direct semantic match for emphysema history assessment. The LOINC code 'Emphysema or COPD [Minimum Data Set]' specifically captures emphysema history in a structured health assessment context, which aligns perfectly with this health history questionnaire field.",4,"['92630-3', '92632-9', '84456-3', '45670-7', '92260-9']"
arivale,questionnaires,assessment:health-history:lungs_copd_fibrosis:bitfield,Raw - Assessment:Health-History:Lungs Copd Fibrosis:Bitfield,raw,,45670-7,Emphysema or COPD [Minimum Data Set],0.85,exact_description,"This LOINC code directly matches the COPD component of the field and represents structured assessment data rather than clinical documentation. While it doesn't explicitly cover pulmonary fibrosis, COPD is the primary focus and this code is designed for systematic data collection contexts.",5,"['92630-3', '97674-6', '45670-7', '80819-6', '46025-3']"
arivale,questionnaires,assessment:health-history:lungs_emphysema:bitfield,Raw - Assessment:Health-History:Lungs Emphysema:Bitfield,raw,,45670-7,Emphysema or COPD [Minimum Data Set],0.85,exact_description,"This field captures emphysema health history as a bitfield (likely yes/no), which directly matches LOINC 45670-7 'Emphysema or COPD [Minimum Data Set]' that assesses emphysema presence in patients. The semantic alignment is strong - both capture emphysema history/status, and the MDS context suggests structured data collection similar to a bitfield format.",5,"['92630-3', '45670-7', '92260-9', '97674-6', '46688-8']"
arivale,questionnaires,assessment:health-history:cataracts:bitfield,Raw - Assessment:Health-History:Cataracts:Bitfield,raw,,45671-5,Cataracts [Minimum Data Set],0.75,exact_description,"Direct semantic match for cataracts assessment. While the source context differs (Minimum Data Set vs health history questionnaire), the core clinical concept of documenting cataract presence/absence is identical.",4,"['84467-0', '84456-3', '84443-1', '46674-8', '45671-5']"
arivale,questionnaires,assessment:health-history:glaucoma:self_past_gt1ya,Health History Old - Assessment:Health-History:Glaucoma:Self Past Gt1Ya,health_history_old,,45673-1,Glaucoma [Minimum Data Set],0.85,exact_description,"This LOINC code specifically addresses glaucoma assessment in a patient-reported context (Minimum Data Set), which aligns well with the self-reported glaucoma history field. While it doesn't specify the >1 year timeframe, it's the most semantically appropriate match for glaucoma history documentation.",5,"['71898-1', '45673-1', '79118-6', '70934-5', '11348-0']"
arivale,questionnaires,assessment:health-history:glaucoma:bitfield,Raw - Assessment:Health-History:Glaucoma:Bitfield,raw,,45673-1,Glaucoma [Minimum Data Set],0.85,exact_description,"Best semantic match for glaucoma assessment in patient history context. MDS format aligns with structured questionnaire data collection, and the ^Patient system is appropriate for self-reported health history.",4,"['84467-0', '45673-1', '46674-8', '70934-5', '79823-1']"
arivale,questionnaires,assessment:health-history:eye_ear_nose_throat_macular_degeneration:bitfield,Raw - Assessment:Health-History:Eye Ear Nose Throat Macular Degeneration:Bitfield,raw,,45674-9,Macular degeneration [Minimum Data Set],0.85,exact_description,"This LOINC code specifically addresses macular degeneration in a standardized assessment format (Minimum Data Set), which aligns well with a health history questionnaire field about macular degeneration. The semantic match is strong despite the broader ENT context of the original field.",5,"['84443-1', '45674-9', '11361-3', '11354-8', '57111-7']"
